,type,news
5440,business,ec approves mediterranean financial packages ec ministers have approved financial packages for several mediterranean states totalling billion european currency units an ec official said the packages part of special ec trade agreements with tunisia egypt lebanon israel algeria morocco and jordan until include mln ecus in grants he said they include one billion ecus in loans from the european investment bank the ec long term financing arm the framework for the transfers was signed yesterday by ec farm ministers after being agreed in principle by foreign ministers earlier reuter 
5441,business,soviet union seen watching china gatt application china s application to join the general agreement on tariffs and trade gatt is seen as a test case by the soviet union which will probably demand to follow china a top european community official said willy de clercq external relations commissioner of the european communities told a news conference that china s application would involve long and difficult negotiations china formally applied to join gatt in july and in february presented a memorandum backing its application which de clercq said was now being studied questions would then be presented to china after china other important state trading countries including the soviet union will probably demand accession china s application could be considered a test case he said he said the ec strongly backed china s application but others among gatt s contracting parties took a tougher line among the numerous problems of a huge centrally run economy entering a free trade system are tariffs and reciprocity and the expectation that china will practice an open trade policy without trade discrimination de clercq added de clercq noted the different dimensions of the chinese economy and those of hungary and yugoslavia the two current socialist gatt members on china s import potential he said a foreign exchange shortage would force china to import less this year and next than in the past with an emphasis on technological equipment and capital during his visit de clercq has met top chinese leaders and today signed an agreement to open a european community commission office in peking reuter 
5442,business,u s senate leaders see no trade war brewing the senate s democratic and republican leaders praised president reagan for retaliating against japan for violating a semiconducter accord but dashed cold water on ideas it was the first shot in a trade war senate democratic leader robert byrd and republican leader bob dole both told the senate reagan s decision was long overdue and urged japan to open its markets to u s goods and stop dumping on world markets each noted in separate speeches that they saw no trade war over the issue despite concerns in financial markets that fear has no basis in fact byrd said reuter 
5443,business,yeutter says stock market overreacted to japan trade dispute 
5444,business,u s stock market overreacts to tariffs yeutter u s trade representative clayton yeutter said the stock market overreacted to a u s decision last week to proceed with tariffs on some japanese computer products speaking to reporters prior to testifying at a house agriculture committee hearing yeutter said it is difficult to comprehend that a trade decision affecting only mln dlrs in goods caused the stock market collapse yesterday i have a hunch a lot of other things were involved in that stock market fall including simple profit taking yeutter said yeutter said japan would be sending a senior official from its trade ministry to washington next week for talks on the computer chip dispute we will be glad to have him here but that s not going to affect a decision that s already been made yeutter said the decision announced last week would apply higher tariffs on a range of japanese products in retaliation for the alleged failure of tokyo to honor an agreement with the u s on semiconductor trade reuter 
5445,business,envoy advises nakasone to prepare for u s visit the japanese ambassador to the u s suggested that prime minister yasuhiro nakasone make efforts to present advanced proposals on trade issues when he visits washington next month ambassador nobuo matsunaga made the recommendation at a meeting with nakasone kyodo news service said matsunaga also advised that the prime minister should be prepared to discuss u s japan economic issues matsunaga cited issues such as a u s japan micro chip trade pact foreign access to the kansai international airport project and a new international telecommunications firm matsunaga returned on sunday to report to japanese leaders on recent u s developments over trade in preparation for nakasone s visit to washington april to may kyodo quoted nakasone as telling reporters after meeting the envoy i entirely accept what ambassador matsunaga recommended nakasone did not elaborate the u s japan trade dispute intensified last week when president ronald reagan said the u s would impose heavy tariffs on japanese imports in retaliation against alleged japanese breach of the computer chip trade pact meanwhile nakasone s ruling liberal democratic party ldp is to consider measures to boost imports and open up the japanese market such as government purchase of supercomputers and expanding foreign access to the kansai airport project party sources said the ldp international economic affairs council was responding to nakasone s request for measures to reduce japan s increasing trade surpluses with the u s and europe they said reuter 
5446,business,treasury s baker sees billion dlr u s trade deficit reduction this year 
5447,business,treasury s baker sees smaller trade deficit treasury secretary james baker predicted the u s trade deficit would decline billion dlrs this year however he acknowledged signs were still lacking on such a decline we think we are beginning to see changes he told the house appropriations committee it has begun to level off but we don t see it beginning to go down yet he told the panel reuter 
5448,business,treasury s baker not concerned by bond declines treasury secretary james baker asked whether he was concerned about yesterdays precipitous decline in bond prices said he was not questioned by reporters as he left a house committee hearing baker said no when asked about the bond decline adding that it was a reflection of concern about the possibility of a trade war it is what the markets think would be the adverse consequences of a trade war he said the administration was concerned that protectionism would lead to international trade problems adding that he thought the action against the japanese was still consistent with this policy reuter 
5449,business,u s japan not in trade war yeutter says the united states and japan are not involved in a trade war despite u s sanctions announced last week against japanese semiconductors u s trade representative clayton yeutter said in my judgement we re not even close to a trade war yeutter told a house agriculture committee hearing yeutter said if japan takes action to honor its agreement with the u s on semiconductor trade then the retaliatory response will last a relatively short period yeutter said japan must stop dumping chips in third countries and buy more american computer chips reuter 
5450,business,chirac reagan discuss arms control trade french prime minister jacques chirac opened talks with president ronald reagan expected to focus on superpower arms control moves and trade issues french officials said a major aim of chirac s visit was to present france s concern that the united states might ignore european security interests in any accord with moscow on removing medium range nuclear missiles from the continent but reagan was expected to assure chirac that he will not agree to a deal at the geneva superpower talks that would give the russians superiority in shorter range systems diplomats said france has expressed doubts about removing u s missiles from europe so long as the soviet union maintains an edge in other weaponry particularly shorter range rockets conventional forces and chemical weapons speaking last night chirac set out the french position saying any agreement on intermediate nuclear forces should mention how equality can be achieved in short range missiles reagan and chirac meanwhile signed an agreement ending a dispute between two leading research institutes over patent rights to a blood screening test for the deadly disease aids in a joint statement chirac and reagan said the pasteur institute in paris and the national cancer institute of bethesda maryland agreed to give part of the royalties from the test to a new foundation dedicated to the wordwide fight against aids acquired immune deficiency syndrome this agreement opens a new era in franco american cooperation allowing france and the united states to join their efforts to control this terrible disease in the hopes of speeding the development of an aids vaccine and cure reagan said at the signing ceremony he said the two parties would share the patent and give per cent of the royalties received to the new foundation the foundation would also raise private funds and would donate per cent of its money to combat aids in less developed countries both leaders stressed the long ties between france and the united states during a welcoming ceremony in the white house east room with reagan describing france as america s oldest ally in war and peace i have come to tell you that we are remain motivated by the same ideals of freedom by the same will to face the dangers which we both confront terrorism war hunger poverty new diseases and drugs chirac replied but the two countries are likely to have less to agree on over the issue of trade where chirac is worried about a rise in protectionism in the u s congress a senior u s official yesterday dismissed a french idea to sell cut price grain to poor countries in africa as a way of lessening surplus stocks chirac is expected to canvass support for the idea first proposed by french agriculture minister francois guillaume during his two day visit to washington the u s official described the idea as a grain producers opec a reference to the organization of petroleum exporting countries and said it went against the reagan administration s desire to lessen government intervention in trade reuter 
5451,business,reagan renews anti protectionism stand white house says trade war unlikely 
5452,business,trade war fears may prompt stock markets downturn the threatened trade war between the united states and japan is just the kind of shock that economists say could send world stock markets into a tailspin but they are not so sure if that would be a brief corrective dip or whether this week s falling share prices mark the start of a bear market it s the billion dollar question said richard o brien economist at american express international bank in london japan s trade surplus billion dlrs last year has poured into share and bond markets around the world and funded a good chunk of the huge u s budget deficit around a third of any new sale of u s treasury bonds has been bought by the japanese however japanese investors have lost money as the dollar falls and will lose more if the united states lets it fall further to cut the trade deficit the counterpart of improving the trade deficit either through a lower dollar or because the u s increases duties on japanese electronic goods may be to hit the capital inflow which has financed the budget deficit and if the u s trade deficit does fall the japanese will have less money to invest to entice u s investors to fill the gap that would be left if the japanese stopped buying u s bonds interest rates would have to soar o brien said the subsequent shift from shares to bonds could cause major falls on the world stock markets a year ago we could be pretty confident about the markets said o brien now it is much less certain buoyant share prices are supposed to reflect a booming economy but the world economy with sluggish growth at best in the industrial nations a massive load of third world debt and huge trade imbalances is not in good shape said o brien nevertheless new york analyst william raferty of smith barney harris upham said we re still in a bull market adding that corrections are a normal part of a rising market and the bear usually strikes slowly economist evelyn brody at morgan grenfell and co in london said the huge sums of money going through the world financial system will keep a floor under share and bond prices although interest by the japanese in putting their money in non dollar denominated bonds and stocks has increased it s very difficult to see where else they can put their money than in u s dollars and especially the u s treasury bond market according to david butcher a senior executive at yamaichi securities co ltd s bond operation in london he said the japanese are paying much closer attention now to the french franc and west german mark in the longer run he worries about what trade tensions and the dollar s slide will mean for securities markets reuter 
5453,business,white house discounts threat of trade war president reagan has reaffirmed his opposition to protectionism and his chief spokesman said trade sanctions imposed on japan were unlikely to start a trade war we don t want to go down that road reagan was quoted as telling prime minister jacques chirac after the visiting french official expressed concern about the rising tide of protectionist sentiment in the united states later white house spokesman marlin fitzwater defended the new sanctions against japan and said administration officials do not believe this will result in a trade war it is the first time that the united states has taken an action of this type and it is significant but it is nothing to be alarmed about the presidential spokesman added we do not want protectionism we do not want a trade war he said fitzwater said the president was forced to act in the japanese microchip case because tokyo had failed to fulfill an agreement to make some corrections noting that there are enormous pressures in the congress and the land for the united states to take a tough stand he said this was a case where we felt we simply had to act fitzwater said the decision to impose sanctions was well considered by this administration and not taken lightly while the white house official held open the possibility that washington and tokyo will settle their trade dispute he indicated a settlement probably would not come in time to head off the sanctions we are always open to negotations whether it a settlement could occur in time to prevent this the sanctions from going into effect is questionable at this point the spokesman said the sanctions take effect in mid april reuter 
5454,business,baldrige says u s to go ahead with japanese sanctions 
5455,business,baldrige says u s to impose japanese sanctions commerce secretary malcolm baldrige said the united states would go ahead with planned mln dlr sanctions against japanese semiconductor exports despite any u s japanese talks to avert the trade curbs he said in a speech to an export import group that he was sure the united states and japan could work out their dispute over unfair japanese trade practices in semiconductor trade but i am sure the sanctions will go in before we work it out sanctions are to be imposed on april he also said he did not think there would be a trade war with japan because japan had too much value in exports to the united states to risk such a war those fears are unfounded he said he told reporters later that the sharp drop in the securities market was not due to fears of a trade war but fear of inflation and that the federal reserve may act on that fact market reaction was also due he said to the drop in the value of the dollar although trade issues did have some effect baldrige said that observers who were attributing the drop in the market to trade sanctions were barking up the wrong tree he said the market observers will realize this shortly baldrige said his remarks did not mean to suggest anything about the market or the exchange rate of the dollar reuter 
5456,business,senior u s official to visit japan as trade row grows undersecretary of state michael armacost will visit tokyo next week for meetings with high level officials that will include discussions of a growing trade row over japanese semiconductor electronics products he is the first high level u s official to visit japan since president reagan announced last week plans to impose tariffs worth up to mln dls on japanese electronic goods on april in retaliation for tokyo s alleged failure to live up to a pact on microchip trade signed last september the trip is set for april the state department said reuter 
5457,business,broader u s eep sought by republican lawmakers republican members of the house agriculture committee said they will propose amendments tomorrow to a pending trade bill increasing funding for the export enhancement program eep and significantly expanding the scope of the program at a press conference republican lawmakers said they would propose expanding eep to include all countries willing to purchase additional commodities at reasonable prices in addition the congressmen said they would propose extending the life of eep to five years from the current three years and increasing the eep funding ceiling to billion dlrs from billion at present the agriculture committee tomorrow will begin drafting amendments to an omnibus trade bill now before the house responding to the republican plan agriculture secretary richard lyng and trade representative clayton yeutter said they favor a flexible targeted use of eep instead of an across the board program which they termed too costly the republican congressmen also said they will offer an amendment to the trade bill instructing the u s agriculture department to value the bonus commodities used for eep at the market value rather than the cost of acquisition but lyng said usda already plans to change to market value accounting rather than acquisition value in order to avoid hitting a funding ceiling for eep of billion dlrs lyng said under market value accounting only about mln dlrs of eep commodities have been used to date using acquisition value usda officials said the value is higher reuter 
5458,business,u s official to visit japan as trade row grows undersecretary of state michael armacost will visit tokyo next week for meetings with high level officials that will include talks on the growing trade row over japanese semiconductor electronics products he is the first high level u s official to visit japan since president reagan announced last week plans to impose tariffs worth up to mln dlrs on japanese electronic goods on april in retaliation for tokyo s alleged failure to live up to a pact on microchip trade signed last september deputy state department spokeswoman phyllis oakley said the trip is set for april to u s japanese talks of this kind are regularly held each year at this time she told reporters the armacost discussions with deputy foreign minister ryohei murata and other senior japanese officials will focus on u s japanese foreign aid programs and political security issues of mutual concern she added although an exchange of views on bilateral relations is expected the talks are not directly related to u s japanese trade relations she insisted but in response to questions oakley acknowledged that trade will be discussed japan s billion dlrs trade surplus with the united states last year has come under fire in congress which is concerned about the loss of jobs to foreign competition and with the record billion dlrs u s trade deficit in reuter 
5459,business,correction senior u s official in washington story headlined senior u s official to visit japan as trade row grows please read in nd graf tariffs worth up to mln dlrs correcting amount reuter 
5460,business,u s official sees evidence of export growth beryl sprinkel chairman of the white house council of economic advisers said he sees growing but incomplete evidence that u s export volumes are finally strengthening in remarks prepared for a speech today in los angeles sprinkel said the decline in the dollar s value since had largely restored u s cost competitiveness in world markets and appeared to signal an end to u s trade imbalances i am confident that further improvements in our trade performance will contribute significantly to u s growth in he said reuter 
5461,business,taiwan s second quarter imports seen rising taiwan s imports in the second quarter of are expected to rise to billion u s dlrs from billion a year earlier and from billion in the first quarter of this year the statistics department said a department official attributed the increase to growing domestic investment by the private and public sectors it is expected to rise to billion u s dlrs from billion a year earlier and billion during the first quarter taiwan s exports in the april june quarter are expected to rise to billion u s dlrs from billion a year earlier and billion in the first quarter the official said taiwan s trade surplus is expected to climb to billion u s dlrs in the second quarter of from billion a year earlier it was billion in the first quarter of this year most of the surplus is expected to come from trade with the u s taiwan s largest trading partner and importer of nearly pct of taiwan s total exports he said he said he expected taiwan s imports including grains machinery and power plant equipment from the u s to rise sharply because of government efforts to balance trade with washington he declined to give figures reuter 
5462,business,japan u s will be at odds while trade lopsided japan is doing all it can to solve its trade problems with the united states but the two nations will remain at odds as long as the trade account is lopsided in japan s favour a senior official said so long as there is an external imbalance there will be trade friction and harsh words between the two governments the foreign ministry official told reporters last year japan racked up a billion dlr surplus with the united states and economists said they do not see it falling significantly any time soon washington announced plans last week to slap up to mln dlrs in tariffs on japanese electronic goods raising the spectre of a trade war between the two countries we take the current situation very seriously said the official who declined to be identified the basic stance of the japanese government is to tackle the issues with all available resources the united states has accused japan of reneging on an agreement that called on it to stop selling cut price computer microchips in world markets and to try to import more american semiconductors tokyo has denied the charges the foreign ministry official refused to rule out japanese retaliation if america went ahead with its threatened tariffs in the middle of this month but he said that any response would be in accordance with international law and japan s international obligations he added that both japan and the united states must take account of the impact of their dispute on their own and the world economy reuter 
5463,business,japan warns of anti u s sentiment in trade row japan is sending a three man team to washington to try to halt threatened trade sanctions that officials warn could spark a wave of anti u s sentiment here the team will lay the groundwork for high level emergency talks next week aimed at defusing an increasingly bitter row over trade in computer microchips officials said the sanctions are against the free trade system ministry of international trade and industry miti director general noboru hatakeyama told reporters adding if these measures are taken the atmosphere in japan against the united states would become not so good as before other officials were more blunt the u s action will have a significant impact on the growing anti u s feeling here another miti official said a senior foreign ministry official who declined to be identified told reuters the u s threats have undercut those in the government who argue for conciliation there is a very strong argument in japan that since the united states is imposing tariffs unilaterally why should we bother doing anything he said anything we do we will be bashed the senior official sounded pessimistic about the likelihood of prime minister yasuhiro nakasone defusing u s anger over japanese trade practices when he visits washington on april i don t think trade friction will be solved all of a sudden by the visit he said nakasone is widely expected to present a package of measures to president reagan to help contain u s frustration over japan s large trade surplus but the senior official played down those expectations reuter 
5464,business,japan u s will be at odds while trade lopsided japan is doing all it can to solve its trade problems with the united states but the two nations will remain at odds as long as the trade account is lopsided in japan s favour a senior official said so long as there is an external imbalance there will be trade friction and harsh words between the two governments the foreign ministry official told reporters last year japan racked up a billion dlr surplus with the united states and economists said they do not see it falling significantly any time soon washington announced plans last week to slap up to mln dlrs in tariffs on japanese electronic goods raising the spectre of a trade war between the two countries we take the current situation very seriously said the official who declined to be identified the basic stance of the japanese government is to tackle the issues with all available resources the united states has accused japan of reneging on an agreement that called on it to stop selling cut price computer microchips in world markets and to try to import more american semiconductors tokyo has denied the charges the foreign ministry official refused to rule out japanese retaliation if america went ahead with its threatened tariffs in the middle of this month but he said that any response would be in accordance with international law and japan s international obligations he added that both japan and the united states must take account of the impact of their dispute on their own and the world economy reuter 
5465,business,yeutter says u s should stress trade negotiations as long term u s trade policy 
5466,business,yeutter stresses importance of trade talks u s trade representative clayton yeutter stressed the importance of trade negotiations to open foreign markets rather than trade restrictions in a statement to the senate finance committee in the long term we cannot repeatedly bludgeon other nations into opening their markets with threats of u s restrictions rather we must be able to negotiate credibly for global liberalization yeutter said yeutter did not mention the recent u s trade sanctions against japanese semiconductors in his testimony on the pending trade bill yeutter said the trade bill should increase u s competitiveness aid u s trade negotiating leverage and avoid provoking foreign retaliation he urged congress to reject provisions that would mandate u s retaliation against foreign unfair trade practices yeutter emphasized the importance of the new multilateral trade negotiating round and called on congress to quickly approve an extension of u s negotiating authority we want to open foreign markets and establish and enforce rules of international competition not foster dependence on protection and subsidies he said reuter 
5467,business,ec must explain farm policy to u s france says the u s and the european community could enter into a new trade dispute unless urgent action is taken to explain ec farm policy to the u s congress french official sources said they said prime minister jacques chirac planned to urge ec commission president jacques delors to send a team of experts to washington as soon as possible chirac returned to paris this morning after three days of talks in new york and washington in which trade and protectionism featured prominently at the centre of the new trade tension is an ec commission proposal to tax vegetable oils the sources said reuter 
5468,business,swedish prime minister s china visit boosts trade an big expansion in bilateral trade is expected as a result of swedish prime minister ingvar carlsson s visit to china a official of china s foreign economic relations and trade ministry official said he told the china daily that petroleum coal cotton non ferrous metals and electric engines could help balance the trade running at over three to one in sweden s favour total trade reached mln dlrs last year up pct on according to chinese statistics swedish sources said major paper mill projects and an aviation agreement would be discussed during carlsson s one week visit reuter 
5469,business,imf world bank to meet amid new inflation fears amid new concerns about inflation interest rate increases and trade confrontations finance ministers and central bankers meet next week to discuss a deteriorating global debt and economic situation the meetings under the auspices of the international monetary fund and world bank come as interest rates are turning higher and the already weak dollar has sunk further upsetting bond and stock markets uncertainty is growing about the vitality of the global economy and whether the heavily indebted countries can continue to carry the burden of their growing debt without vast new assistance monetary and diplomatic sources said there are no signs any new debt initiative of the sort that treasury secretary james baker unveiled months ago in seoul is in the works the strategy has drawn a serious challenge from brazil which suspended interest payments on billion dlrs of commercial bank debt last month the banks have responded by laying the groundwork for writing down brazilian loans separately french prime minister jacques chirac in a visit earlier this week with president reagan sounded out the administration on a plan to funnel worldwide grain surpluses to the very poorest states the french plan is certain to be discussed by the ministers in detail during next week s meetings and will undoubtedly be embraced by the developing countries there s interest on the part of some countries for looking at the support of the special problems of the very poorest countries because their position is so extreme a reagan administration official said he suggested washington was open to disussing the issue the meetings will also assess the success of the baker debt initiative which called for new funding to help debtor countries grow out of their problems the largest industrial countries have been attempting to coordinate economic policy in the hope of controlling the decline of the dollar u s trade and budget deficits and other problems at the same time the industrial countries see little evidence of a strengthening of economic activity and the fund forecasts they will grow pct the united states sees pct growth for itself continuing its expansion for a fifth year and has asked other industrial countries to stimulate their economies these issues directly affect the debt problem and the ability of the debtor countries to grow out of their difficulties in recent years u s markets have absorbed the exports of developing country allowing them to earn critical foreign exchange but the united states wants to cut its trade deficit running at a record billion dlrs and is pressing others to import more from developing countries the discussions from april six to will be wide ranging touching everything from interest rates to the impact of development loans on the environment according to monetary sources the talks will include an examination of trade protectionist pressures in the wake of a decision by the reagan administration to place some mln dlrs in tariffs on microchip products from japan the sources said the move accelerated the dollar s decline as financial markets grew alarmed that trade war was in the offing there is concern that the action prompted by u s charges that japan has been selling computer chip products below fair market value and has kept its own market closed to imports further undermining the international trading system at the same time the ministers will discuss the fundamental price weakness in basic commodities the export mainstay of many developing countries the so called group of five industrial countries the united states japan west germany france and britain will gather for the first time since their february talks in paris where they agreed to keep the dollar from sliding further the five will be joined later by italy and canada for further debate on economic policy coordination as part of the paris accord surplus countries such as japan agreed to stimulate their economies while america said it would reduce its federal budget deficit other major issues of the meetings include a u s bid to to have a larger say in approving loans of the inter american development bank strengthening the link between loans and economic policy changes in debtor nations washington is also pressing the world bank to take more account of the environment when making loan for dams and other projects the new head of the bank barber conable has said this issue is being reviewed and will be part of a reorganization plan for the bank now being prepared reuter 
5470,business,u s japanese open talks on semiconductors u s and japanese officials meet tomorrow to try to settle a dispute over semiconductor trade and to cut short the mln dlr penalty tariffs president reagan has ordered imposed on japanese exports but u s officials held out little hope that any accord could be reached before the tariffs of per cent up from about five per cent are to take effect on april the customs bureau last week started to levy a bond on the japanese goods that reagan ordered penalized the penalties would be retroactive to march reagan said on march when ordering the tariffs that he hoped the japanese would soon end their unfair practices in semiconductor trade and that sanctions could be lifted technical meetings are to be held today and tomorrow with meetings at a more senior level scheduled for thursday and friday public hearings on the sanctions are set for april the japanese aides here for the technical talks include shigeru muraoka director general of international trade policy of the ministry of international trade and industry miti and masashi yamamoto deputy director general of the information and machinery bureau meeting with them will glen fukushima director of the japan office of the u s trade representative s office and jim gradoville of trade representative s office of industry and services the two sides in the thursday and friday talks will be headed by deputy u s trade representative michael smith and miti vice minister makoto kuroda reuter 
5471,business,uk minister looks to ease tension with japan the u k government hopes for a breakthrough on the deadlock with japan over trade policies during next week s visit to tokyo by corporate affairs minister michael howard political sources said howard who leaves for japan tomorrow told reuters he will try to promote understanding on trade issues during his visit meanwhile britain will re examine a letter from japanese prime minister yasuhiro nakasone promising personal help in solving the row over a u k firm s bid to win a significant role in japan s telecommunications market government sources said tensions have risen following britain s decision to arm itself early with new statutory powers which it says could be used against certain japanese financial institutions britain reacted optimistically at first to the letter from nakasone to prime minister margaret thatcher seeing it as a signal that he would work towards ensuring a satisfactory outcome to the bid launched by cable and wireless plc government officials said but this view has since been clouded by reports from tokyo that nakasone s assurances really constituted little more than politeness in the face of british anger they added reuter 
5472,business,conable warns protectionism might spread world bank president barber conable expressed concern that trade protectionism at the heart of a new showdown between the united states and japan might spread throughout the industrial world but in an interview with reuters conable said the action by the united states to slap tariffs on certain electronic goods from japan did not mean the countries were heading for a full scale trade war conable said the world bank has been pressing developing countries to open their markets arguing that a free trading environment increased the possibility of global economic growth we have in fact been making adjustment loans to many countries in the developing world which have encouraged the opening of their markets and we want to be sure that the developed world doesn t close at the same time he said he said the u s action against japan was a significant retaliatory step but it did not constitute a basic change in trade policy the interview came just before next week s semi annual meetings of the bank and the international monetary fund referring to brazil s recent interest payments moratorium conable also said the global debt situation was very serious and must be closely watched he said the bank which in the past has concentrated on making loans that assist the basic underpinnings in the developing world such as dams roads and sewers will increasingly make assistance available for economic reform the bank has increased these loans in part because of the debt crisis that has found countries desperately in need of new funds for balance of payments adjustment and economic reforms aimed at opening their markets encouraging foreign investment and reducing government s role in the economy we re comfortable with adjustment lending we expect however that it will never reach a majority of our portfolio conable said he made clear however that adjustment lending would continue to increase as a proportion of overall bank lending for some time he noted the problem of debt was a severe one and many countries are asking for adjustment assistance because of the problem of debt conable is a a former republican congressman from new york chosen by president reagan for the bank position last year he is an associate of treasury secertary james baker who launched the u s strategy for shoring up indebted nations in october which included a call for increased adjustment lending by the world bank conable also said that he expected the result of a major study of the bank s organization to be completed in the next several weeks he said the decision to seek a reorganization was based in part on the fact that the bank had come under fire from the poorest countries for not doing enough to help and from the richest countries because of inefficiency the reorganization is considered a major initiative by conable and is being closely watched by the agency s member countries as an indication of his management style and priorities i want to be sure this institution is viewed by those who must support it as soundly constituted so that it will be permitted to grow conable said however he said i don t believe there is anything basically wrong with this institution and i don t believe it has to have any redefinition of its purpose he said however that it was apparent that the debt initiative proposed by baker has given the bank a central role in dealing with the debt crisis conable added that cooperation between the bank and its sister agency the international monetary fund was good and that he talked often with imf managing director michel camdessus on a variety of issues on a personal level conable said that he not feel a need to put his personal stamp on the bank noting that i don t have a particular mission here except to be useful to the institution and to the process of development he added so i don t feel a great calling to personalize the institution on the development needs of sub sahara africa conable said that the bank was constantly reviewing new ways for assisting the region noting that half of the recently agreed financing of billion dlrs for bank s international development association was earmarked for africa leading industrial nations are expected to consider new forms of debt relief for the very poorest nations like those in the sub sahara during next week s meetings reuter 
5473,business,taiwan trade surplus widens in first quarter taiwan s trade surplus widened to billion u s dlrs in the first quarter of from billion a year ago the government statistics department said first quarter exports rose to billion u s dlrs from billion in the same period in imports rose to billion from billion last year the march trade surplus was billion dlrs compared with billion in february and billion in march exports rose to billion u s dlrs from billion in february and billion in march last year imports were billion dlrs against billion in february and billion in march reuter 
5474,business,britain warns japan over trade row british corporate affairs minister michael howard told japan to resolve the row over the u k firm cable and wireless plc s cawl l shareholding in a new japanese telecommunications company or face an abrupt deterioration in trade relations in meetings with both the foreign and telecommunications ministers howard said he expressed deep concern about the way tokyo had handled the dispute and about the continuing trade imbalance between the two countries i put it to the post and telecommunications minister that i was sure he did not want to be responsible for an abrupt deterioration in the trading relations of our countries which would have widespread reverberations elsewhere in the world howard told reporters he listened very carefully and i have little doubt the message got home he added british frustration over the lopsided trade balance nearly six billion dlrs in japan s favour last year has reached boiling point over the telecommunications issue howard said howard has accused japan of trying to shut out cable and wireless from having a major role in the international telephone market in japan i want a fair crack of the whip for cable and wireless as i want a fair crack of the whip for britain generally in trading relations howard said we simply aren t prepared to continue to accept the imbalance which has been the position for such a long time post and telecommunications ministry officials were unable to comment on howard s meeting with their minister but foreign ministry officials said foreign minister tadashi kuranari said that british exports to japan are increasing but acknowledged the continuing imbalance in trade kuranari said he wants everyone in the telecommunications dispute including cable and wireless to be satisfied howard told reporters that britain was actively considering possible retaliatory measures if it did not get its way on the telecommunications issue there are measures which are under consideration if we continue to suffer from the imbalance in our trading relations he added but gave no details he said he had received a reassuring response from the japanese he has spoken with but of course we ve had reassuring signs from the japanese for quite some time he added what i ve made plain is we expect to see action howard ruled out using powers in britain s financial services bill to retaliate against unfair trade practices those powers which allow london to ban foreign financial firms like banks from britain are designed to ensure u k firms equal access to overseas financial markets reuter 
5475,business,volcker says exchange rate adjustment enough to narrow u s trade deficit 
5476,business,volcker says reducing u s budget deficit needed to improve trade balance 
5477,business,volcker says more stimulus abroad needed for adjustments in trade balances 
5478,business,volcker urges industrial nations to keep trade markets open to foster growth 
5479,business,u s calls for greater gatt checks on trade the united states has appealed for stronger powers for the general agreement on tariffs and trade gatt to enforce world trade rules the call by u s deputy trade representative michael smith at a special committee meeting into the future of gatt follows a series of bilateral trade rows which have clouded efforts by the nation body to promote fair trade today s meeting was part of the uruguay trade round launched by ministers last september the round which covers areas of trade in agriculture manufactured goods and services will take four years to negotiate smith called for boosting gatt s links with financial institutions such as the international monetary fund and world bank he also urged greater involvement of trade ministers to ensure the success of the uruguay round the gatt as an institution needs to be strengthened to assure that the gatt plays its proper role in management of the world trading system and the global economy smith said rules can and will be ignored if the institution is weak or perceived as unable to adapt to the changing world economy he also also urged that member states be accountable to each other for their trade policies smith who flies to brussels today for talks with european community ec officials told reuters the committee wanted to stress gatt s importance and did not discuss specifics we are interested in more periodic ministerial involvement whether in formal or informal meetings he said gatt s ruling council is due to hear a complaint from the nation ec on april about the u s japanese accord on semiconductors the ec charges the accord breached gatt trade rules by allowing tokyo to set minimum prices for japanese chips sold in third countries and is requesting a gatt dispute panel be set up to review the agreement president reagan who strongly supported the uruguay trade round to promote freer trade has said washington will impose tariffs against japanese electronic goods he said tokyo had not shown willingness to open its markets to u s exports reuter 
